Sentence,Sentiment
"""direk"" mi ""direkt"" mi sorunsalını turkcell reklamı ""dümdük"" diyerek çözmüştür.",notr
Turkcell artık bana mesaj atmıyor unuttu piç,olumsuz
Sevgililer gununde hediye yada bir mesaj falan aldinizmi — Turkcell?? @LianaArakelyann,notr
@Extreme_RT  Turkcell e şebekede sorun oluşturması için dua ederek :D,notr
TURKCELL SUPERONLİNE GÖRMEYEN KARSLI ŞARLATAN AHMET ASLAN DENEN BOŞ BELEŞ BAKAN..SENİN ALLAH TEZ ZAMANDA BELANI VERE..,notr
Yoğun istek ve talep üzerine düzenlenmiş bir kampanya düşününn? Turkcell Sarı Kutu Kampanyası…,notr
turkcell turkcell acil bakabilir misin,notr
Daha 3G yi  beceremeyen Turkcell 4.5G le ne halt edicekse?? Turkcell,olumsuz
Turkcell platinum paket aşımından 500 liralik faturamı benim için jest olarak 400 liraya çekti böylede ince nazik bir şirket :))),olumlu
turkcell 50 dakka hediye verdi ben harcayamadan aldı onuda bunlar hep yalnızlık,olumsuz
"turkcell beni suursuz olarak nitelemis olsa gerek, evin icindeyken bile konumumu iletiyor. biliyorum bugun cmts ben de evdeyim evet!! :)",notr
turkcell ile e-postasını paylaşana bedava sms veya İnternet hediye http://wp.me/p40Wni-67b,notr
Çin malı parçalarla %100 yerli telefon yapan Vestel vs. Rus Yandex ile %100 yerli arama motoru yapan Turkcell. Reta…,olumsuz
İnternet ve sms paketinden daha guzel bisey varsa bedava internet ve sms paketidir SCS Turkcell,olumlu
Turkcell'in outdoor reklamlarında kullandığı karikatürler şahane :)),olumlu
Turkcell 2 gb hediye verdi :),olumlu
oğlum şuna bak ne diyor diye bütün turkcell mesajlarını okutan ve açıklattıran babanne merakı. ilmin yaşı yok.,notr
@cagataymeray Güzel yorumunuz için teşekkür ederiz. Turkcell Superonline ailesine hoşgeldiniz. :),notr
turkcell bana sevgililer gUnU hediyesi vermiS eyvallah ama sevgilim yok canIm shdjdmd,olumlu
Yemin ederim bu turkcell kazık,olumsuz
Turkcell superonline müşteri hizmetlerine ulaşmak survivorda yarışmaktan daha zor ??,olumsuz
gamze doGru yolda hIzla ilerlerken yeniden turkcell'e Sans verdi |24 #turkcellebaglanhayata,olumlu
Turkcell bana hediye olarak 1000 sms vermis ne kadar mutluyum,olumlu
Bazı kızlar turkcell gibi.Ne kadar para yüklersen o kadar mesaj atar,notr
Caner in yüzünden turkcell deki o iğrenç ses kaydını 100 kere dinledim ( aradığınız numaraya şu anda ulaşılamıyor lütfen ...),olumsuz
bu turkcell tv yi çok sevdim ostnin devamını izlicem,olumlu
#t70benimolsun yediden yetmiSe herkese kalitesini gOsterirdim.turkcell yedi yIl deGil 70 yIl aynI kalite. @turkcell,olumlu
turkcell turkcellhizmet superonlinetr turkcell superonline müşteri hizmetlerinden aldığım yardım ile sorunum hala düzeltilmemiştir.,olumsuz
tSkler turkcell.,olumlu
Turkcell’in net kârında büyük düşüş  #gazetesozcu @gazetesozcu aracılığıyla,olumsuz
hat tasima işlemi kac gun sürer turkcell e gecmek istiyorum avea çekmiyor delirmemek elde degil. turkcellhizmet,olumlu
Turkcell İNSANLARI KAZIKLAMAKTA ÜSTÜNÜZE YOKK,olumsuz
turkcell ücretsiz 4.5 g simkartınızı aldınız mı?,notr
gizli_golge beşir derneğinin turkcell ile iletişime geçmesi gerekiyormuş ancak o şekilde çözülebilirmiş,notr
O Zaman Sorun Yok :) Şöyle Diyebiliriz Dostum Turkcell ve Diğerleri.. @mhmtbnc,olumlu
"@HmzCakir bu tarihde turkcell e bakmışız ve bana sormuşsun kardeşim. 9,60 imiş şuan 11,40 ama 11,80 görmüş :) nasip yokmuş :))",notr
vodafone'a geçsem mi diye düşünüyorum ama hem de nedenini bilmediğim bir sebepten turkcell'i bırakamıyorum,notr
bu ttnette aynI turkcell gibi kazIIkCI Cekmiyoo,olumsuz
oha ya canım turkcell,olumlu
"Bu aralar Turkcell hic mesaj atmıyor, yokluğunu hic hissettirmeyen canım dostum bilmem ne market. Gömülü resim için kalıcı bağlantı",olumsuz
medeniyetin beşiği istanbulun göbeğinde çekmiyorsun turkcell napayım toroslara mı gideyim kesintisiz bir görüşme yapabilmek için ?!,olumsuz
"@losev1998'e turkcell, avea veya vodafone faturalI hatlarInIzdan 3406'ya sms gOndererek baGIS yapabilirsiniz. her bir mesaj bedeli 10 tl'dir",notr
"teknik servis uzmanI: tUrkiye' nin yenilikCi telekom operatOrU turkcell superonline, bir turkcell grup Sirketid...",notr
İnternet paketim yok ama twitterda yine triplere girebiliyorum tesekkurler turkcell,olumlu
"TURKCELL ile Hirfanlı'da 4 Temmuz 2009'da, Hirfanlı Barajında,Denizcilik Bayramı coşkuyla kutlandı. http://fb.me/2sXTnMRKi",notr
@resuldindar sonunda BURSADA! @_turkcell,notr
neden bütün izmirliler avea kullanmak zorundaa?!?!?!?! bende avealıydım ama kahrolası istanbil beni turkcell yaptii :S:SSs:S:S:S:,notr
Turkcell Müzik'te Ghost - Cirice.bu kesinlikle grammy i hak etmişti ???????? https://t.co/8sxyggJsxt https://t.co/wSIDdzlBiS,olumlu
turkcell superonline başvurusu yaptım altyapı yetersiz diye şimdi de internet bağlatamıyorum. bu nasıl iş anlamadım.,olumsuz
Avea'nın yeni reklamındada bayaa Turkcell ile dalga geçmişler :D,olumsuz
babam bugUn turkcell CaGrI merkezindeki robota o kadar sinirlendiki ben hayatImda hiC o kadar iCten bi allah belanI versin duymadIm zndndjjd,olumsuz
@gazetesozcu @Turkcell @TurkcellHizmet anlaşıldı şimdi Turkcell'in benden fazladan aldığı ocak 2017 faturasındaki 150 TL nin nedeni+,notr
"Turkcell TL min olmadigini bile bile bana hâlâ TL li sorular sorup TL kazanabilecegimi söylüyor, fakirliğin dibini sıyırıyorum ??",olumsuz
Turkcell'in 4.5G altyapısında açık buldum. Ipucu da vereyim. Uygun bir teklife söylerim @TurkcellHizmet @Turkcell https://t.co/XfIU9JI3xR,notr
"Turkcell sinema bileti veriyor zaten, simdi de ucak biletinde indirim yapiyormus. Yakinda is falan bulursa sasirmamak gerek.",olumlu
Az önce turkcell müşteri hizmetlerinden aradılar ve kapatırken kadın iyi ki varsınız dedi. Sanırım bunu hayatımda ilk kez duyuyorum hoş :D,olumlu
yahudilerin istegi ile yIldIz tilbe'nin turkcell sevgililer gUnU reklamInIn kaldIrIlmasIna nediyorsunuz?,notr
Turkcell çok üzgünüm ama senden ayrılmak istiyorumm ^.^,olumsuz
@CeliluA en iyisi geri Turkcell e bakıyım ben,olumlu
@TurkcellHizmet yeniden salla kazan için teşekkürler ? bu yüzden turkcell ?,olumlu
"bugün turkcell,denizbank ve iett hakkında şikayette bulundum..umarım söylediklerim dikkate alınır..bugün çok agrasif birgün yaşadım. !",olumsuz
"@musquixote @Metin4020 kaba nobran milliyetçilik, kirli muhafazakarlık Recep İvedik'i doğurdu turkcell'de fırsatı kaçırmadı para için",olumsuz
Turkcell’in mobil kütüphanesi açıldı  http://t.co/lNqfDmQY,notr
"....Mehmet Ali Birand haberden sonra üstüne basa basa o şirket Turkcell dedi, kızmış sanırım o da :)",notr
Turkcell yine yapmış yapacağını bu akıllı depo olayını tuttum zekice:),olumlu
Turkcell'e kafa göz dalmak istiyorum amk acil adı mazlum olan bir çalışanınızı gönderin acil!!  @TurkcellHizmet,olumsuz
#ayindizisi #kiraliask ayrıntılar medyatablet’te> ücretsiz okumak için turkcell dergilik uygulamasını indirin.,notr
1 GB internet'te yetmezse Turkcell yaktım çıranı bilmiş ol :D,olumsuz
evimde ttnet off turkcell vınn of cep telefonunu pc ye bağlayığ aveadan aldığım hizmet muhteşem tşkler avea gerisi boş beleş,olumsuz
Turkcell in yeni reklamina agladim ! Hihiii :))),olumlu
Turkcell tarafından resmen kazık yedim......,olumsuz
kubraalbey turkcell ci bi arkadaşım olsada keşke bana güzel numara verse :),notr
turkcell e numaramı kim verdi ya söyleyin valla kızmıcam telefon sapığı gibi arayıp duruyo kızmıcam dedim ya gerçekten bak çok samimi !!,olumsuz
.@124ilgazcinar ve @cuneytkaseler ile @bip_iddia başladı. Canlı yayını Turkcell Tv+ aplikasyonundan Life Plus kanal…,notr
Sırf sevgilim varmış imajı yaratmak için Turkcell'den gelen mesajları sırıtarak okuyorum. İşte bunlar hep yokluktan. :D :D,notr
Turkcell ben seni aldattım artık Vodafone'dayım.Bi daha bana mesaj atma,notr
Turkcell pismanligim Turkcell sesimi parçalara bölen Turkcell neti kanı hızında olan Turkcell,olumsuz
"Eskiden iyi geceler mesajı atan olurdu, şimdi turkcell atıyo ulan turkcell sende olmasan",olumsuz
Turkcell'i olmama son birkaç saat kala umutlu hissediyorm Avea'dan kurtulduğum için mutluyum,olumlu
Girişim Fabrikası ve Turkcell’den ‘Hayatı Kolaylaştıran Çözümler’! | teknosektör http://teknosektor.com/2015/04/16/girisim-fabrikasi-ve-turkcellden-hayati-kolaylastiran-cozumler/ … @teknosektor aracılığıylaÖzeti görüntüle 0 retweet 0 favori,olumlu
Turkcell senin ananı,olumsuz
Turkcellin verdiği 1 gb bitti internete bağlanmak için annemin eve gelmesini bekledim tüm gün zalimsin turkcell,olumsuz
"bi kız var tamam mı feysbukta arkadaş. paylaşımları hep böyle ""ben turkcell'de çalışıyorum gerizekalılar, siz anca mal mal yerlerde çalışın""",notr
' Turkcell eskiden sadece mesaj atardı şimdi aramaya başladı yakında içip içip kapıya dayanır beklerim yani.,olumsuz
@Mosturk Bu yapılan kchol de sizce manipilasyon değilmidir. Ayrıca Turkcell de aynısı oldu,olumsuz
Turkcell Müzik'te 'Tarkan-Kara Toprak şarkısını dinliyorum. Sen de dinlemek istersen;,notr
Turkcell Teknoloji Zirvesi 2 günde 10 bin kişiyi ağırlayacak http://t.co/0EV0M3zACK,notr
"1 yeni mesaj ;         Selam askım iyi ak... Şaka la şaka Turkcell ben, borcunu öde hattını kapatırız .  Paramızı ver amk.",olumsuz
Bana mesaj atan ya turkcell yada cengiz abi :D,olumsuz
2222 ı love turkcell,olumlu
Vodafone senin de Allah bin belanı versin. Artık sayenizde Turkcell'e düdüklenicem????,olumsuz
Turkcell faturam 110 tlden 80 tlye dustu katiyen sebebini arastirmicam iyi oldu,olumlu
"Herkes söver olmuş #TTNet'e , yaşasın Turkcell 3G vınn :)",olumlu
Turkcell kullanan herkeste mi var internet bağlantı sorunu ❓❓❓,olumsuz
turkcell tv plus kullanan bayan var mı burda dm atabilir mi bişe sormam lazım da,notr
"Bolu istanbul arasinda ,fener macini turkcell sayesinde kesintisiz izliyorum.Bide telin ekranini buyutebilsem :D",olumlu
yılbaşı için hediye internet veren turkcell. canım turkcell,olumlu
Turkcell Bip! güzel bir app... Reklamlarının sesi benden. Muhtemelen yakın bir zamanda hepinizin telefonlarında olacak. ;),olumlu
Babamin Turkcell le siddetli gecimsizligi var musteri hizmetlerine aciyorum suan,olumsuz
532'yi arayıp müşteri hizmetlerine bağlanmak bu kadar zor olmamalı ya. Dakikalarca ugrastiriyorsunuz. Ayıp. Turkcell,olumsuz
Bedavalara boğdu beni Turkcell. Seviyoor işte n'aparsın :D,olumlu
"Diyorum bu turkcell niye bu kadar mesaj atıyo meğerse abim hattıma tl yüklemiş, canım benim",olumlu
Turkcell bana hediye ettiği telefonun içerisine bana sormadan bir paket koymuş ve ben kullanmadığım telefon için aylardır 59TL ödüyormuşum..,olumsuz
turkcell reklamda da söylendigi gibi dümdük müşteri hizmetlerini arıyorum kimse bakmıyor. dümdük corc amcaya şikayetmi edelim,olumsuz
Gözünü seveyim Turkcell'in @Avea @AveaDestek,olumlu
Gecenlerde No'lari Turkcell yedeklemeyle geri aldim orta 1den itibaren fln geri verdi numaralarimi bu ne ya sil sil bitmiyo uff,olumlu
TURKCELL sen kafana göre benim kullanacağım tarife paketine karar veremez ve dayatamazsın.  @Turkcell @bimer @SikayetvarCom @ihd_genelmerkez,olumsuz
#MixxTR 2014 - Markalı Mobil Aplikasyonlar - Bronz Mixx: Turkcell Teknoloji Zirvesi Uygulaması / Turkcell / Mobi Wan #DijitalMasalAnlatmaz,notr
turkcell bana beleş internet yolladı bonkör turkcell cnm turkcellznznbz,olumlu
Turkcell in yeni reklamı çok iyi değil mi ????,olumlu
aria vardI aycell vardI birleSti avea diye biSey oldu Simdi de tUrk telekom olmuSlar.. acaba sIrada ne var? iyi ki turkcell'liyim..,olumlu
@erolbayburti @belkiyokuz tUrk telekom bOyle. vodafone ve turkcell CalISIyor. bu durumda en gUzeli Cydd'ye banka yoluyla baGIS yapmak.,notr
Turkcell ve Yandex'ten yerli arama motoru: Yaani  #hayalimdekibaşbakan,notr
Avea nin 4 çeker jeep reklamı yakında yayından kaldırılır . Turkcell buna izin vermez .,notr
"Ben niye sahur paketi yapamıyorum turkcell, aveaya geçmediğim hata",olumsuz
Turkcell'den Yeni Enerji Şirketi Girişimi,notr
Turkcell ev ev 4.5G hazırlığı yaparken tırla sağ sola 4.5G götürmeye çalışan vodafone gibiyim huzursuzum.,notr
MIDDLEWARE MANAGER - Turkcell İletişim Hizmetleri A.Ş. [İstanbul(Asya) - 22.02.2017],notr
"Turkcell TV+’da \Bölüm 1 : Charlie Goes Back to Therapy\"" izliyorum #TurkcellTV+""",notr
Turkcell kadar kazık bir hat daha yok,olumsuz
Faturamı sınırlandırmak için her ay ekstra para ödemek ne demek ya ?! Turkcell,olumsuz
Yha turkcell şapşirik misin sen sürekli aramlar falan,notr
"turkcell timsah arena, yakıştı valla",olumlu
"turkcell altyapı sağlayıcı olmanın yanında artık ""deneyim sağlayıcı da olacak @kaan_terzioglu #teknolojizirvesi",olumlu
"Turkcell in yeni reklami super olmus, harvard li emily vs. harran li emine",olumlu
"imc tv'yi hangi platformdan sorunsuz izleyebiliriz bilenvar mI? internet sorunlu,d-smart kaldIrmIS,turkcell tv kaldIrmIS:( @imc_televizyonu",notr
Turkcell ilk defa düşük fatura gönderdiğin için seni kınıyorum. #BoykotTurkcell #TurkcellIstıfa Gömülü resim için kalıcı bağlantı,notr
Ulan turkcell helal olsun sevgililer günü sayesinde 2 gb kaptım ee Muslera ya gol attım boru mu ?,olumlu
"UÇANKUŞ TV'Yİ UYDU, TELEDÜNYA,D-SMART, TİVİBU,TURKCELL TV+ VE FILBOX’TA İZLEMEK VE AYARLARINIZI YAPMAK İÇİN TIKLAYIN! http://www.ucankus.com/nasil-izlerim",notr
Lan turkcell bi internet falan at bi boka yaramıyon,olumsuz
Benim yaptığım tek iki yüzlülük turkcell telefonunda turk telekom hat kullanmak sen kendine bak.,olumsuz
Turkcell eskiden sadace mesaj atardi şimdi aramayada başladı yakinda içip içip kapıyada dayanir amk,olumsuz
Nexus 4 LTE ?: Az once turkcell turbo internet aldim fakat bizim telde lte destegi yokmus yokmudur bunu yapmanin... http://t.co/qpwXW38YEh,notr
Patrizio Buanne Jazz (@ Turkcell Kuruçeşme Arena w/ 56 others) [pic]: http://4sq.com/K68lZH,notr
"@umitalan 4bucakg deyip,ancak 3-5 bucaGa yetiSen,vermedGi hizmetifaturaederek en az turkcell kadar kerizyerinekoyan opr.e @vodafonetr denir.",olumsuz
Camı Çatlı'yo gidincede değiştiremiyoruz diyorlar brandium avm Turkcell çalışanlarınadır lafım ben anlımın teriyle kazanıyorum parayı,olumsuz
"@turkcellhizmet merhaba 4,5 g uyumlu sim kart değişikliği için hattın yasal sahibi ile mi turkcell bayilerine gitmeliyiz? teşekkürler",notr
ve demet careyi turkcelle mesaj atmakta bulur ama turkcell ona yuz vermez @demetkml,notr
"turkcell kullanan herkes ^google play^ yazip ^2222^ ye gOndersin,hattiniza gelen 5 tl ile tankurta oy verin, Simdi tUrkCe rap zamanI!",notr
turkcell aboneliğimizi tekrar gözden geçirmek lazım. müşteri memnuniyetine verilen önem sifir...,olumsuz
turkcell wap çöktü resmen bu ne yavaşlık güya 3g kullanıyoruz bide,olumsuz
Turkcell’in “Bumubumu” kampanyasına Vodafone’dan jet yanıt “öbürülaöbürü”,notr
"yeni turkcell reklamı gösteriyor ki, çocuklarımıza öğretilen ingilizce ok'den öteye gidememiş... beyazshow sessizvitrin",notr
turkcell geçtim canım hiç öpmiyim ??????,olumlu
İş ilanı: LEARNING SOLUTIONS ANALYST - Turkcell İletişim Hizmetleri A.Ş. [İstanbul(Asya) - 16.02.2017] //...,notr
"yIldIz tilbe, turkcell'in 14 Subat sevgililer gUnU reklam filminde oynamasI iCin 1 milyon dolara (3 milyon lira) 'evet' dedi.@turkcell",notr
"Turkcell'de telefonun halihazırdaki tarife, paket, kalan MB vs özetini SMS almak için:  *159#",notr
#Muslera | Turkcell'in in 14 Şubat reklamında oynamış.. abi daha iyisi yok ya ?? #kurtarbizimuslera,olumlu
turkcell kankam sağolsun ayfon aldırcak bana zilli ????,notr
Daha aveaya geçmeden aveadan nefret eder oldum. Kopamıyorum Turkcell'den,olumlu
turkcell hattı gibisin şebeke gelmemiş hala sana zeka konusunu tartışmayalım bence.,olumsuz
"Hepiniz pişman oluyorsunuz canlarım yaa bak bu da msj atmış""sizi tekrar aramızda görmek isteriz""çok geç kaldın özür için turkcell!!!",olumsuz
turkcell nasıl birşeydirr yaa,notr
öyle dümdük turkcell'in en beğendiğim reklamı bu,olumlu
Turkcell beden diliniöğrenmiş . Reklam yapmak için kullansalar bile çok hoş bişey bence.,olumlu
Öğle saatlerinde ve iş çıkışı saatlerinde internet işe yaramayacaksa ne yapalım ki biz seni Turkcell,olumsuz
"#nostalji ekmek teknesi, ayrIntIlar medyatablet'te> Ucretsiz okumak iCin turkcell dergilik uygulamasInI indirin.",notr
Sms degil mmsle anlasiyoruz artik. Sagolasin Turkcell :)),olumlu
Odamda turkcell; Gömülü resim için kalıcı bağlantı,notr
vallahi beni bugünlerde en çok mutlu eden turkcell reklamı başkada yok.,olumlu
kimse turkcell kullanmıyo mu,notr
Dacia Dokker reklamında Turkcell'in Kayseri Mantısı yeniyor bak diyim =)),notr
"Herseyi unuturum ama Turkcell'in Harward ve Harran'I karsilastirip, Harran'I galip getirmesini unutamam!",notr
Turkcell Superonline reklamını kınıyorum. .O minnacik yazıları birde flu yayinliyorsunuz. Neyi sakliyorsunuz. .Alacağım varsa da almam.,olumsuz
"@ctasdemir turkcell pişmanlıktır, vodafone candır :) 1gb hediye ediyor, üstelik de bunun için 5 tl internet kullanmamı beklemiyor :)",olumsuz
Iyi ki bir kontör yükledik he.Hemen Yağcıliğa Başladın  Turkcell !,olumsuz
Bugünde aşk sözcükleriyle dolu bı günaydın mesajı yerine Turkcell den gelen mesajı okudum..Ama yinede günaydın ?,notr
Turkcell ne güzel reklamlar yapmış ya bayıldım :),olumlu
Nokia Lumia 720 ile #elimhafif'ledi cebim de @gnctrkcll'le hafifledi. :) Teşekkürler Turkcell,olumlu
@fatihyagciresmi @tcellplatinum @turkcell vodafone dünya markası şuanki tarifem turkcell olsa en az 80 yada 90 tl ödedim,olumsuz
Ekonomi Haberi: Turkcell enerji şirketi kuruyor - Sabah,notr
Turkcell e bak sen bidahaki sefere elini çabuk tut deyyo deyyuz bide mesajın sonuna smile işareti yapıyor geldiğimiz noktaya bak ...,olumsuz
turkcell benim eşim dostum musun ki bana gecenin 12.30'unda mesaj atıyorsun! turkcell,olumsuz
bı sen eksıktın amk turkcell -5 teyim nıye hala tlmi kesıyorsun daha ne ıstıyon lan kalan 3 tl konturumdedemı gozun var,olumsuz
Şu Genç Turkcell reklamlarındaki ortam ve arkadaşlığı kıskanan bi tek beenmiyim???,olumlu
Turkcell 2015'te tüm hedeflerine ulaştı  @aa_sirket https://t.co/5SAkLubION https://t.co/ES4imIRYWG,olumlu
turkcell reklamı çok iyi,olumlu
Yeni geçişlerde avantajlı tarife önerisi olan var mı millet? #Vodafone kullanıyorum. TurkTelekom ve Turkcell'de var mi 4 gbli makul tarife??,notr
Hattın ne ?+ I phone 6- Hayır hattın ne diyorum ?+ 3.500 tl- Turkcell Avea Vodafone ?+ Böbreğimi satıp aldım,notr
işte turkcell t60-tukcell t50 yerini alacak olan yeni amiral gemisi t60 da zte’den geldi.,notr
14 KUBAT Turkcell bizi unutmamış yine,olumlu
Ustumde turkcell t-shirt u var diye defacto magazasinda calisan sanilmak ta neymis :),notr
