Sentence,Sentiment
"Sen ""Vodofone"" gibi aný yaþarken,Avealýlar gibi her rahatladýðýnda ohbeeeee dediðinde,Ben seni ""Türkcell"" gibi her yerde Ç-E-K-E-M-E-M....!",3
timelineda bilgi kirliligi. Her sabahki cakma pozitif tonla gunaydin ile esdeger.,2
özturkcell abi o.,1
#parasineyseverelimde Þu turkcell reklamlarýndan kurtulalým be hacý !,2
kesinlikle Süperonline.Hatta tivibuyu da öneririm.gayet güzel imkanlarý var;),1
serdar erener ülkenin eniyi reklamcýlarýndan biriymiþ bunu 800000 in üzerinde müþterisi kaçana sormak lazým hata türkcell in kalitesinde mi?,2
#turkcellesavasimvar  size savaþ acmýþ hala reklam yapýyorsunuz,2
"""Hayat paylaþýnca güzel"" derken...Meðer baþkasýnýn þarkýsýný kendilerine paylaþmýþlar...",3
dun gece turkcell beni taciz etti bildigin.,2
{ 12 yýllýk Turkcell faturalý hat kullanýcý olmama raðmen neden bir türlü Celocan :) ''dan vazgeçemiom anlamýþ deiilim !.}  { N &amp; Y © ™ ® },2
"Öl turkcell, öl !",2
"Sanki babamdan habersiz evlendim alt tarafý Turkcell'e geçtim. Kullandýðý cümle þu ""artýk kendi kontörünü kendin alýrsýn, ben yokum"" toððbee",3
"Iphone 4s almak icin  'i beklemekle hata mi yaptim, hediye verdiginiz 1800dk. ý kullandim diye alamiyorum, bu ne sacmalik?",2
hatýrlýyorum onu gülermisin aðlarmýsýn sana hayat paylaþýnca güzel diyen #turkcell maaþýný baya bi paylaþmýþtý,2
bu kadar aðýr bir internetim hiç olmamýþtý. Turkcell çok kötü çokkkk!,2
"ergenim ben taam mý? Turkcell'in kalýplarýna tüküreyim,o dedi. Bok mu vardý ki þimdi uðraþtým? Tamam sakinim. Evet. :|",2
abla türkcell deðil turkcell,3
"""Yalnizlik Senfonisi""ni hic  dan dinlediniz mi? Turkcell Muzik Platformu'nda canli canli:)))",3
Mesajsa turkcell'dir arayansa annemdir.,2
iki kez denedim biþeyi paylaþmayý sürekli hata verdi vay anasýný! sýçýyým internetine türksel,2
1995 YILINDA PANASONÝC G400 HATTIM TURKCELL ÝDÝ,3
zaten iletiþim kalitesi çok kötü. Ben hiç memnun kalmadým Avea dan. Türkcell pahalý hizmet iyi,1
hat türkcell mi çok dolandýrmýþlar beni výnn kullandým epey para ödedim pek faydalanamadým keþke bunu daha evvel akl edeydim;),2
Hayat paylaþýnca güzel...la la la...,1
Maslow'un bulut piramidi. Harika ya cok tuttum #Turkcell,3
dan 50mbit aldýk video bile izliyemiyorum müþteri hizmetleride berbat nerden ttneti býraktým ya ttnet 8mbit &gt; süperonline,2
Bugün Turkcell blog odullerinde oylamanýn son gunü! Yoksa sen hala seyahatpereste oy vermedin mý?,3
Bence O Turkcell Oraya Olmamýþ :),3
Coca cola ve turkcell cok guzel reklam yapiyo ya :),1
oh hayat size güzel ama unutma hayat paylaþýnca güzel :-)))),1
internet bilgisayar kullanýmýna hakim iþ disiplinine sahip arkadaþlar aranmaktadýr    #simdikiaklimla,3
Oha 4-0 mý :O Burak Hatrick'mi yaptý ? ordumuz yýkýldý mý ? Türkcell Süper Lig feth mi edildi ? ovv yanaaaay :D,3
Ben yenilemedim turkcell kafasýna göre yapýyo,2
#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar :)),2
hahahaha turkcell i örnek alarak sende onlarý soyuyorsun :D,2
[TCELL] Kapanis: 8.98 - StochasticRSI: 0.44 - Hedef Alim Seviyesi : 8.74 - Hedef Satis Seviyesi: 9.36,3
#3kelimeyle2011 banapiyano hediye edermisiniz?,3
biz hala iyiyiz hayat paylasýnca güzel la ala la kurumsal temsilci,1
Turkcell reklamý ne alaka ortimm :),3
"hattim turkcel, yatagmda cekmiyo ama yatagmin 3 cm yaninda cekmiyor. Hayatim boyunce bilgisayarim olmadi buna mahkumum.",2
"“ Ne zaman yoðun þeyler yaþasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir”",2
Hayat paylaþýnca Güzel:),1
"'in Platin Sponsorluðunda gerçekleþtirilecek 7. ÝLTEK Günleri etkinliðine kayýt olmak için,",3
avea yada turkcell jet,3
ne saçma ya iPhone 4 ü ayný fiyata verdiniz doðru mü sizden iPhone 4 alanlar hata mý ettiler....,2
BeNce superonline,1
Lan turkcell hic 20 liran var mi diye sormuyosun ama 20 tlni 100 tl yapalim mi demeyi biliyosun !,2
Ýsteyen arkadaþlar  bayilerine koþsun.. Yalnýz alacaðýnýz hattýn bedava olmasýna kanmayýn. Faturasý acýtýr sonra :)),2
Hayat paylaþýnca güzel La laa laa laa laa laa laaa :),1
Sayn selocan ne yaptýn sen ya:(sorulurmuydu o sorular bize:(,3
#TurklereOzguDavranislar pazartesi persembe turkcell sýnema gunu gelsede sýnemaya gýtsek dýye beklemek,1
Bundan sonra telefon deðiþtirirken numaralarý hem hatta hem de türkcell merkeze kaydetcem !,1
Coca Cola'nýn yeniyýl reklamýný günlerdir Turkcell reklamý sanmam.,3
"Oha ya sevis mesajý alýmýnda son nokta, avealýyým ama türkcell de bana mesaj atýyo ?",3
turkcelle baðlan hayata hayata baðlan turkcelle,1
Bu Turkcell nasý 4 çeker lan.. Hiç bir yerden çekmiyor adam gibi.. Reklama verdiði parayla þu antenleri düzeltse ya.. ??(/%(%?)(/&amp;),2
Evet kesinlikle çok az.. Turkcell bu konuda þu an uygun deðil. Baþka telefonlar da denenebilir. Mesela samsung son zamanlarda,3
Olmadýk yere kontörümü yiyen turkcell i kýnýyorum haberin olsun.,2
Bir tim calisani  bana kahve ismarliyor :)) tesekkurler  =) ( Kahve Dünyasý),1
"hemde çok severek. Aðzýndan,burnundan tükürükler çýkan bir avukat ile birlikte. ee nede olsa hayat paylaþýnca güzel !!",2
erol köse:Turkcell bayisinde ''kontör bulunur'' yazýsý bana Aziz Nesin'i hatirlatti..yok molped mi saticaktiniz....,2
"Of internet paketi icin turkcellin sitesine girdim 2 dk bile sürmedi 10 tl mi aldi pic, oc, mal turkcell!",2
Bazen o kadar uyuzsunuz ki baþka operatörün kapýsýndan dönüyorum. Ama harbi az kaldý! Ýnternet paketi diye ilimi kuruttunuz!!!,2
selocan nedir abicim ya ?,3
eh ne demiþler hayat paylaþýnca güzel,1
hayat paylaþýnca güzel iðrençliðinin yanýnda oskar alýr o fasulye reklamý :),2
"Bazý insanlar turkcell bayisindeki kontor bulunur yazýsý kadar, GEREKSÝZ...",2
Turkcell bu aralar nedense bana sýk sýk mesaj gönderiyor.,2
bu eksik bilgi sonrasý maduriyetiniz için özür dileriz de yok! en azýndan bundan sonra bu gibi iþlemlerin 'extra' ya taife dýþý,2
cunku siz zenginsiniz ve 4 ceker arabaniz var cicislerimmm mesaji veriyor rektorunuz.,3
"iPhone 4S bugün satýþta: Turkcell, Vodafone Türkiye ve Avea, bugün itibarýyla iPhone 4S’in satýþýna baþlýyor.",3
Oha ya ne ara  -6 tl olmuþ valla para çekiyo turkcell,2
Sormayýn yaa! Hata ettim sanýrým. Neyse ki taahhüdüm yok. Geçerim tekrar Turkcell'e... :),1
"iyiki bi TL yükledik turkcell, sabahtan beri atmadýðýn kampanya kalmadý.",2
yalancý superonline 14 aydýr sýnýrsýz olan internt hýzýný düþürmeye baþladýlar kotasýz olan baðlantýmýn kotasýný aþmýþým,2
öðrencilere ayak uydurmak amacýyla mesaj atarak iletiþime geçen sayýn hocam ama siz turkcell deðilsniz üzgünüm.,1
turkcell'le ilgili bi sorundur o zaman...,2
"#BirazYiyecek biraz deðil tam hazýrlayýn, temiz kaplarda yenebilecek þekilde su da hazýrlayýn,ölmezsiniz korkmayýn,hayat paylaþýnca güzel.",1
&lt;3,3
CocaCola ve Turkcell'in reklamcilarini alinlarindan opmek istiyorum,1
mesaj gelince heyecanlanýyorum sonra bi bakýyorum ki turkcell,2
sarkozy'ye de yýlbaþý hediyem adam gibi turkcell faturalý hat. kimaramýþtan mesaj gelecek ARAMAYA GERÝ DÖNMEYEN ÞEREFSÝZ.,3
#keske TURKCELL 2 ve 3 Gb internet paketlerini de hizmete sunsa da bende limitimi doldurdugum ve EKNET de alamadigim icin magdur olmasam!!!,2
bunu turkcell de komusalim :-),3
"BETA maðazasýna gelerek içinde Turkcell VINN olan BETA ayakkabýyý yakala, eðlenirken VINN’la!",3
"Sen vodafone gibi Her Ani yasarken... Ben Seni Türkcell gibi her yerde çekemem. þimdi gel Ayrýlalim desem.Avea gibi ""OH BE"" Diyeceksin...:D",3
la bu turkcell delikanlý bi hat olsa reklamlarýný ali poyrazo seslendirmez zaten,2
lan türksel þu saçma salak genc kafasý at kafasý kampanya reklamlarýnýn mesajlarýný atmayý kes!,2
"""Sevgili bulunca arkadaþýný satma olayýnýn en büyüðü Turkcell'den, Vodafondan, Aveadan gelen operatör mesajlarýný okumadan silmektir.""",3
valla gökhanda diyor ama nedense ben bulduðumda paranýz olmuyo :) yoksa sevgilime s2 i 1200 tl ye aldýk turkcell,3
bu turkcell'in ta ..... bi kontör yükledik 2 saat oldu gelmedi nasýl iþ bu ya :S,2
superonline ý aldýlar....baþarýlý ben superonline kullanýodum,1
#2012tahminleri'nin yanýnda nostaljiye ne dersiniz? Türkiye'deki internet siteleri açýldýklarýnda nasýl görünüyorlardý?,3
ýnternet paketým býtmek uzere ya 1 ay býle olmadý turkcell allah belaný versýn,2
bugün yolda gördüðüm turkcell þapkalý bir çocuða aaa sivocan dedim:D nedenini bende bilmiyorum hakkýný helal et kardeþ,3
türkcellden telefon alabilmek için illa bi kaç aylýk faturalý hattýmýz mý olmasý gerekiyor...,2
Mesaj geldi diye sevinirken Turkcell' den geldiðini görünce üzülmüyorum artýk o da olmasa mesaj atan yok.,3
numaramý turkcell'e mi taþýsam acaba,1
allah belasýný versýn:)))))))))),2
hemen baðlanýrsa superonline ý seçerm.bi mail atýp sorayým en iyisi :),1
turkcell e mi geçiyosuuuun?,3
ayný anda iki kisi yazdý sanada soruyuumm acýkmýdýr turkcell ? :D,3
turkcell cok mu ii sanki..her ay paketlerinin 3 kati para gelio..surekli daha yuksek bi paket almaya mecbur birakiosun..,2
03.15te mesaj atýp yüreðimi hoplatan turkcell'e sevgilerimi yolluyorum burdan,2
"Opera mini'ye ücretsiz indirin, ve ücretsiz istediðiniz siteye girin gezin.  Tl yokken girin. Turkcell...",3
Lanet olsun Turkcell Özel Hizmet Merkezi. Gecen gün yazdýgým iyi seyleri geri aliyorum.,2
onun bunun cocugu turkcel...son býr haftaya gýrdý ya,2
türksel adamýn kýralý ya,1
"ben 3,5G hýzýndayým ve çok memnunum. Teþekkürler Turkcell :))",1
"Pahalý dedim, dýþarýdan almak lazým dedim ama olmadý... Kayýtla uðraþacaðýma Turkcell'den istedim 4S'i. Keþke 12 aylýk seçenek de sunsalar..",1
Cantu'nun kocu turkcell reklamlarindaki Þahan'a baya benziyo,3
Kiþisel Bloglardan 2011 Turkcell Blog Ödülleri'nde halk oylamasý sonucu finale kalan ilk 10 blog: (cont),1
yarin usenmeden Turkcell e gidicem gitsin su bildirim:),3
#bugungunlerdenintikam   Bunu Turkcell Süper Lig gördü. FENERBAHÇE : 1 Diðerleri : 0,3
Mobil ödeme kampanyasý çekiliþ sonuçlarý bana çýktý mý ? :) :) :),3
ya diyorum sana bizim baba gelmicek bu sene bana dedi sen halledersin bana söyle isteklerini hem benim hat turkcell :),1
#Turkcell her ay gelen yuksek otesi faturalarýmla beni þaþýrtmaya devam ediyor.,2
"aynýsýný birkaç hafta önce ben de yazmýþtým, bu ne ya?!! paramýzý nelerde kullanýyo Turkcell, içimizi baymaya???? evet!",2
5 yýldýr bekleyip umudumu kestiðim anda gelen hamilelik haberim 2011 in en iyisiydi. vee 2012 de kavuþacaðým yavruma bu süperrrrrr,3
Önemli! Yeni Telefon: Arkadaþlar yeni telefon alýcam. Bugün Turkcell'e gittim. Android telefon alýcam. Ve Xperia...,3
Öðrendim ki konuþma paketi bitince 2222'ye joker yazýp mesaj atýnca 5 liraya 60' konuþma kazaniyormussun. Turkcell de 25 lira kar demek bu.,3
#Superonline’dan nasýl kurtuldum?,2
memnun kaldýmda þu turkcell kampanyasý tekrar olsun yaw  çok pahalý,1
Bu gerizekalý tcell gece bedava vereceðine gündüz verseydi nolurdu,2
turkcell de bana çok güzel bir kýz gibi geliyor vazgecemiyorum :),1
ben de seni aradým gecenlerde ulasamadým. turkcell no var sende. çalýþmaktan gunler geceler karýstý benim cok fena.,3
#cokozledim  superonline ile internete baðlandýðým o günleri. tek derdim ev telefonunun meþgulde olduðunu kimsenin anlamamasýydý,1
Pazartesi Sendromumu bir de sen tetikleme be Turkcell...,2
"#turkcell #avea Ariköy sitesi akkavak sokak no 11 uskumruköy sariyer'de telefon cekmiyo, 1 aydir ariyorum sizi bi vericiyi tamir edemediniz",2
"Kimse mention atmadý, artýk turkcell'de msj atmýyo zaten. Hiç bu kadar yalnýz kalmamýþtým....",3
#turkcell wc'deki çekim gücünle beni ergene baðlatacaksýn yani bunu diyorum benden kork.,2
"cep telefonuma gelen mesajlardaki kýran kýrana kapýþma, emniyet, garanti bankasý, turkcell ve beþiktaþ bld arasýnda devam ediyor.",2
zaman ne diyoruz HAYAT PAYLAÞINCA GÜZEL la la la la :)))))))),1
daha basarili musteri elinde tutma politikalari bekliyorum Turkcell den,2
#parasineyseverelimde þu turkcell günlük 167 sms yapmaktan vazgeçsin,2
Belki bana Turkcell mesaj atmýþtýr. Ýþte hat var tel yok :),2
turkcell cekmiyo panpa,2
"""Sevgili paylasinca guzel"" ne demek Turkcell ya ?",2
zaten 4 çeker diyip metroda çekmeyen tek slogana sahip :D,2
bir an evvel cevap bekliyoruz. biz burada hayatý sevdiklerimizle deðil kimseyle paylaþamýyoruz.,2
&amp; sen neleri cozmussun burasý ne ki senin icin sekerim:)) bu arada Turkcell reklamý ve senin yorumun þahane..tebrikler caným..,1
"Bi sesli mesajim var diye sevinirken o da turkcell çýktý ya, ne diyim sana turkcell! Defol git turkcell!",2
#turkcellmuzik Konser Ýçin Çok Teþekkürler ! Turkcell &amp; Manga !,1
// 4 ay önce aldýðým telefonum sonunda bozuldu... Bu kadar dayanmasý bile mucize... Teþekkürler Turkcell!!!,2
Dur bi mesaj atalim sevgilisinden zannetsin. -turkcell,2
"o hep yanýmda oldu hýcbýr zaman bený yanlýz býrakmadý o  en cok duydugun ýsýmdý cunku o "" turkcell"" dý sen ne beklýyodun ký amk",2
kadýnlara verdiði deðerdir arkadaþ!:))))Nihhahaha,1
"Blackberry 9700 (istenilirse 9780 menusu yüklenebilir) Turkcell Cihazý, Tamir Görmemiþ, Ýlgilenenler Bana Ulaþabilirler.",3
Internet paketim bitmedi. Ama bitmesi gerekiyodu? Buyuksun Turkcell :D,1
"bu aralar beynime silah dayayýp 'zbufgüm' efektiyle canýma kýyarsam, 'paylaþýncaðaððaða çoðalan...' þeklindeki türksel reklamýndan olacak.",2
hayat paylaþýnca güzel ebruþ :)))),1
Ýpeðimin Turkcell'e geçmesine en çok ben sevinmiþimdir kesinlikle.Aykutdan daha çok hatta :D,1
süperonline ým yokki 100 mbit internetim olsun:)) bizim okulda var ama 100 mbit denedim,1
"434,00 tl ödemeyi nasýl yapacaðým acaba süperonline a içime oturur ya",2
"Ne demiþler; ""Hayat, paylaþýnca güzel."" tesekurler cemil bey",3
Cnm turkcell magazalarnda ve diger telefn magazalarnda satýlýo :)),1
"Mesajini aldim, Turkcell'den de cevapladim. Arada bir bak :)",3
Bengünün Türkcell Konserini kaydeden Varmi?,3
"turkcell musteri hizmetleriyle cok kibar konusuyosun,,,ben senin kadar sabirli olamiyorum mojitoooo!",2
Turkcell Gold/Platinum kullanýcýsý isen %50 indirim hakký.. Mart'a kadar 3 kez kullanma hakkýn var ;),1
"#Türkiye Akbank’ýn Axess’i Turkcell Cep-T Cüzdan’da: Akbank ve Turkcell, ödeme sistemleri ile mobil d...  #SonDakika",1
#turkcell 2222 ile cok seviyeli bir iliskim var :),3
"#turkcell 32.000.000 adamý memnun etmek kolay deðil biliyorum ama, þu bizim Yaþamkent'teki baz istasyonlarýný bi halletseniz þýk olmaz mý?",2
"ping 600 ms olurmu? oldu diyelim, müþ.hizm.buna normal dermi? yazýklar olsun.. iptal ettireceðim.. Turkcell Superonline a var..",1
#osesturkiye nurullh ya insana huzur veriyor sesin,1
Turkcell reklaminda oynayan sanatcilarla yolda karsilasirsam kulagindan tutup eve getirecegim,3
o deðilde turkcell bu ay ki 250 dakikamýn üstüne yattý sanýrým:/,2
nedir problem çözelim ?,3
2012 yede biþey kalmadý ama hala yagmur yagdýgýnda internet gidiyor. Sana sesleniyorum #Superonline,2
"3G ve E kapismasi beni bazen cok yoruyo, hangisini kullanicama ben karar versem nasil olur sevgili #turkcell ?",2
turkcell den alicam ariycaklardi sozde hala aramadilar amuhagoyim,2
"Kamil Koç bi kampanya yapmýþ aç Turkcell ile beraber tam bir saçmalýk.vay efenim yüzde 10 koltukta geçerli,yolkartsýz kullanýlamýyo bu ne ya",2
+ Kanka Turkcell'i kazýkladým. - Nasýl Lan ? + Sms yaptým seneye bitiyo :D - Allah belaný versin,2
Mesaj gelýr acarsýn ve sýnýrle kapatmanýn nedený 'TURKCELL',2
"2012""nin bahcelievlerinde Turkcell çekmiyor dagda bayýrda reklam yapmakla olmuyo bu is ilk fýrsatta hattýmý deðiþtireceðim...",2
ttnet dusunme bile en iyisi superonline,1
"Olum gidiyorsun halanla beraber Turkcell'e, adam pasaportu alýyor ve bilgisayardan telefonu pasaporta iþliyor bu kadar basit.",3
Ýnanýr mýsýnýz þu anda internet paketim yok hatta tl'mden de gitmiyor. Hep turkcell bizi kazýklayacak caným :D,2
Saygýdeðer sayýn sevgili TURKCELL ailesine en guzel dýleklerýmý yolladýktan sonra isteðimin onaylanmasý beni sevindirmedi deðil yani :D,1
Cok ibnesin turkcell.Zalýmsýn turkcell.,2
Birtek DM kutusunu yenýleyemýdeler #Turkcell :)),3
bu turkcell ile vodafone u baþ göz etmek lazým ekürim. o zaman hep beraber kurtuluruz bunlardan :)),2
vodafone yap..turkcell geçiriyo çok pis..,2
O.C. turkcell 2 senedýr bana evde výnn kullandýrýyosun ya ýnsallah batarsýn,2
"bu arada telefonumu açtým, turkcell art arda 5 mesaj attý. korkmaya baþladým. ben turkcell'i arkadaþ olarak sevmiþtim ama:(",2
Özturkcell reklami cok iyi olmus abi ya :D suan Türkiye deee sadece 1 tane var :D,1
sadece cihaz almak istersek fiyat nedir? Internet sitesinde goremedim?,3
Ilk ve tek askim olan turkcell birak artik pesimii,2
cok tesekkurler beyb mesajinada turkcell olmadigin icin cevap veremedim cok tesekkur ediiyorum opuyooorum,3
"Cok temiz kampanya! Turkcell sirket hatti kullanicilarina DRY Centerda 3 parca kuru temizleme sadece 19,90TL! En temizi Turkcell i birakmak!",1
konferans internetten yayýnlanacak mý?,3
bakirkoyde superonline vardi da biz mi basvurmadik! Hadi bakalim ben kactim sagol sen yine de openzi,2
Kampanya Tanýtým: Shell'den Turkcell’lilere 10 TL Yakýt Hediye !...,3
"kesin olan birþey var, turkcell ve ekibinin bulaþtýðý tüm iþlerden nefret ediyorum! FÝZY'nin içine etmiþler maþallah...",2
Canli performansiyla 30 aralik cuma gunu saat 15:00'da Turkcell Muzik'te!,1
"artýk var, turkcellin sitesine bakýnýz.",1
Bu arada kizlar kiskanin 00.00 da mesaj geldii : TURKCELL'den :D,3
iþim gücüm yok turkcell in fizydeki telefondan sms olarak ücretsiz þarký paylaþma uygulamasýný deniyorum. ve HALA KÝMSE TEÞEKKÜR ETMEDÝ.,2
EN ÝNANDIRICI MARKA YÝNE TURKCELL HER ZAMAN TURKCELL,1
seni seviyorum Turkcell...:) iyi ki varsýn...,1
Bugún Turkcell' mesaj atmadý. Kesýn baþka biri var :),2
Turkcell yerine ben mesaj atýcaktým ama fazla ilgiden soðursun dýye atmadým.,2
diðer hatlarýn çekmediði yerde çeken her hattýn çektiði yerde çekmeyen hatsýn sen  #Turkcell ...,2
faturalý hattý mý kontrlye çevrdm. son extre dn 2 ay sonra fatura gldi onuda ödediðim halde yine fatura geldi Kapitalizm=Turkcelll,2
yýlbaþý için havalý bir görsel cep mesajý yollamýþ.. Ayný performansý  dini bayramlarda da bekliyoruz..,3
geç kurtul tarýk abi ellerinden ben öyle yaptým þu an rahatým,1
Hayatýn beleþçilik git Turkcell'den al.,1
Turkcell hat alcam sana sadece benle mesajlaþcan ama,2
"Saygideger tcell, hem data hem ses hattimi kapamis?! Hayrolsun!..",2
"biliyorduk, yeni sitede tarife araþtýrmasý yapamýyorum, bana faturalý hatlarla ilgili link ve en ucuz sabit ücret+",2
bi turkcell mesaj atýyo bi de turkcell ve bi de turkcell :(,2
"05327577777 aradý actým bi baktim turkcell eskýden 532 ,8090, 8091 gýbý numrlardan ararlardý demkký acmynca kýmse ozl noya cevrmslr hattý:D",3
"#Turkcell maðazalarýndaki þarj ünitelerini müþterilerin kullanmalarý kesinlikle yasakmýþ, bilen var mý ?",3
Of hem önce çamur yapýyo hem þimdi turkcell'e izin vermiyo çok sinir oldum he,3
çorlu merkezde 3g yayýný var iken 24 ay abone olarak multivinn aldým.20 gün sonra 3g kesildi.nedenin sordum ? þu anda öyle dendi !,2
"""Hayat Paylaþýnca Güzel""",1
Turkcell'i benzer sebeplerle biraktim. Alternatifleri daha mi iyi? Tartisilir:)Tuketiciyi koruyan platformlara ihtiyacimiz var,2
